Smashing Pumpkins,Versions,File Type,
"4-1-1994 / Austin, TX / Southpark Meadows  - ANA(4) (CSB)",AUD,FLAC,
"4-2-1994 / San Antonio, TX / Sunken Gardens Theater - ANA(1) (Aiwa Walkman)",AUD,FLAC,
"4-5-1994 / Little Rock, AR / Convention Center - ANA(x) (unk)",AUD,FLAC,
"4-6-1994 / Oxford, MS / Tad Smith Coliseum - ANA(M) (spence fletcher)",AUD #1,FLAC,
"4-8-1994 / Biloxi, MS / Gulfcoast Coliseum - DAT(M) (SS-DSM6s) (jj)",AUD,FLAC,
"4-8-1994 / Biloxi, MS / Gulfcoast Coliseum - DAT(x)",AUD,FLAC,
"4-8-1994 / Biloxi, MS / Gulfcoast Coliseum - Hi8(M) (willsalas)",AUD,DVD,
"4-9-1994 / Tallahassee, FL / Leon County Civic Center - ANA(1)",AUD,FLAC,
"4-9-1994 / Tallahassee, FL / Leon County Civic Center (Nakamichi DR3) (floridian)",AUD,FLAC,
"4-9-1994 / Tallahassee, FL / Leon County Civic Center",AUD,MP4,
"4-10-1994 / Columbia, SC / Township Auditorium - ANA(2)",AUD,FLAC,
"4-10-1994 / Columbia, SC / Township Auditorium",AUD,MP4,
"4-12-1994 / Nashville, TN / Memorial Gym (SS-DSM-6)",AUD,FLAC,
"4-15-1994 / Williamsburg, VA / William & Mary Hall - AUD>VID(x)",AUD,SHN,
"4-17-1994 / Buffalo, NY / Rockwell Hall - ANA(2)",AUD,FLAC,
"4-17-1994 / Buffalo, NY / Rockwell Hall - ANA(2) (lordflapjack 2022 remaster)",AUD,FLAC,
"4-17-1994 / Buffalo, NY / Rockwell Hall - ANA(x)",AUD,SHN,
"4-18-1994 / Albany, NY / R.A.C.C. - VID(M) (jason roth)",AUD,SHN,
"4-18-1994 / Albany, NY / R.A.C.C. - Hi8(M) (unk)",AUD,DVD,
"4-21-1994 / Pittsburgh, PA / CCBC Golden Dome (CSB)",AUD,FLAC,
"4-22-1994 / East Lansing, MI / Breslin Center - ANA(3) (unk)",AUD,FLAC,
"4-26-1994 / Milwaukee, WI / Eagles Ballroom - ANA(2)>DAT(M)",AUD,FLAC,
"4-27-1994 / San Francisco, CA  / The Fillmore - DAT(x) (SS Mic) (unk)",AUD #1,FLAC,
"4-27-1994 / San Francisco, CA  / The Fillmore (unk)",AUD,FLAC,
"4-27-1994 / San Francisco, CA  / The Fillmore",PRO #1,DVD,
"5-22-1994 / Nurburg, DE / N?rburgring (SS) (unk)",AUD,FLAC,
"5-23-1994 / Landgraaf, NL / Megaland",AUD,SHN,
"5-23-1994 / Landgraaf, NL / Megaland (magnix)",FM,FLAC,
"5-23-1994 / Landgraaf, NL / Megaland (Lola Da Musica TV Broadcast)",TV,DVD,
"5-23-1994 / Landgraaf, NL / Megaland (Dutch NPS National TV Broadcast)",TV,MKV,
"5-23-1994 / Landgraaf, NL / Pinkpop Festival - DAT(M) (TCD-D3)",FM,FLAC,
"6-18-1994 / Chicago, IL / Double Door (Aiwa Walkman) - ANA(M)",AUD,SHN,
"7-7-1994 / Las Vegas, NV / Sam Boyd Stadium (Early) (MTV Broadcast Interview) - VHS(x) (stumpycat)",TV,FLAC,
"7-7-1994 / Las Vegas, NV / Sam Boyd Stadium (Lollapalooza) - ANA(1)",AUD,FLAC,
"7-7-1994 / Las Vegas, NV / Sam Boyd Stadium (Lollapalooza) - VID(1)",AUD,FLAC,
"7-9-1994 / Englewood, CO / Fiddler's Green Amphitheater (Lollapalooza) - ANA(M) (Sony WM-F2401)",AUD,FLAC,
"7-12-1994 / St. Paul, MN / Harriet Island (Lollapalooza) - DDC(x) (SS mic) ",AUD,FLAC,
"7-12-1994 / St. Paul, MN / Harriet Island (Lollapalooza) - DDC(x) (SS/D7) ",AUD,SHN,
"7-14-1994 / MIlwaukee, WI  / Marcus Amphitheater (Lollapalooza) - ANA(2)",AUD,FLAC,
"7-16-1994 / Tinley Park, IL / World Music Theater  (Lollapalooza) - DDC(x) (SS-DSM3)",AUD,FLAC,
"7-22-1994 / Indianapolis, IN / Deer Creek Music Center  (Lollapalooza) - DDC(1) (DSM-6)",AUD,FLAC,
"7-25-1994 / Clarkston, MI / Pine Knob Amphitheater  (Lollapalooza) - ANA(M) (Walkman) (chris rees)",AUD,SHN,
"7-27-1994 / Montreal, Canada / Le Parc des Iles  (Lollapalooza) - VID(x)",AUD,FLAC,
"7-28-1994 / Barrie, Ontario / Molson Park (Lollapalooza) - ANA(2)>DAT(M) ",AUD,FLAC,
"7-30-1994 / Burgettstown, PA / Star Lake Amphitheater (Lollapalooza) (AMT) - VHS(2)",AUD,FLAC,
"8-1-1994 / Philadelphia, PA / FDR Park (Lollapalooza) - ANA(M) (Aiwa)",AUD,FLAC,
"8-1-1994 / Philadelphia, PA / FDR Park (Lollapalooza) - VHS(3) (dan elsen)",AMT #1,FLAC,
"8-1-1994 / Philadelphia, PA / FDR Park (Lollapalooza) (8mm) (joe burns + nick) (copperpot compilation)",MIX,FLAC,
"8-1-1994 / Philadelphia, PA / FDR Park (Lollapalooza) (2 cam) (pilgrams progress master)",MIX,DVD,
"8-2-1994 / Saratoga Springs, NY / Saratoga Raceway (Lollapalooza) - ANA(2) ",AUD,FLAC,
"8-3-1994 / North Kingston, RI / Quesonet Airport (Lollapalooza) - ANA(4) (ECM-909)",AUD,FLAC,
"8-5-1994 / New York, NY / Downing Stadium (Lollapalooza) - DDC(x) (CSB) (unk)",AUD,FLAC,
"8-5-1994 / New York, NY / Downing Stadium (Lollapalooza) - DDC(x) (CSB) (unk) (patched)",AUD,FLAC,
"8-5-1994 / New York, NY / Downing Stadium (Lollapalooza) - ANA(3) (unk)",AUD,FLAC,
"8-6-1994 / New York, NY / Downing Stadium (Lollapalooza) - VID(1)>DAT(M1)",AUD,FLAC,
"8-6-1994 / New York, NY / Downing Stadium (Lollapalooza) - VID(x) (josh provost)",AUD,DVD,
"8-8-1994 / Charles Town, WV / CT Raceway (Lollapalooza) - ANA(1) (unk)",AUD,FLAC,
"8-8-1994 / Charles Town, WV / CT Raceway (Lollapalooza) - ANA(M) (mono mic) (unk) (inc)",AUD,FLAC,
"8-10-1994 / Raleigh, NC / Walnut Creek Amphitheater (Lollapalooza) - ANA(4) (ECM-909a)",AUD,FLAC,
"8-11-1994 / Charlotte, NC / Blockbuster Pavilion (Lollapalooza) - MD(2) (ECM-909a)",AUD,FLAC,
"8-15-1994 / Miami, FL / Bayfront Amphitheater (Lollapalooza) - DAT(M) (SS-DSM-6P) (datfly)",AUD,FLAC,
"8-15-1994 / Miami, FL / Bayfront Amphitheater (Lollapalooza) - ANA(1) (unk)",AUD,FLAC,
"8-15-1994 / Miami, FL / Bayfront Amphitheater (Lollapalooza) - AUD>DAT>ANA(1) (chuck drost)",AUD,FLAC,
"8-20-1994 / Dallas, TX / Starplex Amphitheater (Lollapalooza) - DAT(M) (ECM-155) (smores)",AUD (48k),FLAC,
"8-21-1994 / Dallas, TX / Starplex Amphitheater (Lollapalooza) - DAT(M) (SS-DSM-6) (smores)",AUD (48k),FLAC,
"8-21-1994 / Dallas, TX / Starplex Amphitheater (Lollapalooza) - DDC(1) (DSM-6) (unk)",AUD,FLAC,
"8-25-1994 / San Diego, CA / SDSU Aztec Bowl (Lollapalooza) - VID(1)>DTVbox>MD(M) (mono) (unk)",AUD,FLAC,
"8-25-1994 / San Diego, CA / SDSU Aztec Bowl (Lollapalooza) - VHS(x) (unk)",AUD,DVD,
"8-27-1994 / Mountain View, CA / Shoreline Amphitheater (Lollapalooza) (CSB) (unk)",AUD,FLAC,
"8-27-1994 / Mountain View, CA / Shoreline Amphitheater (Lollapalooza) (unk handheld) (neekrive)",AUD,FLAC,
"8-27-1994 / Mountain View, CA / Shoreline Amphitheater (Lollapalooza) - Hi8(4)",AUD,DVD,
"8-28-1994 / Mountain View, CA / Shoreline Amphitheater (Lollapalooza) (SS-DSM-6P) (steve hagar)",AUD,FLAC,
"8-28-1994 / Mountain View, CA / Shoreline Amphitheater (Lollapalooza) - DDC(x) (DSM-6) (unk)",AUD,SHN,
"8-28-1994 / Mountain View, CA / Shoreline Amphitheater (Lollapalooza) - ANA(2) (unk)",AUD,FLAC,
"8-31-1994 / George, WA / Gorge Amphitheater (Lollapalooza) - MD(2?) ",AUD,SHN,
"9-1-1994 / George, WA / Gorge Amphitheater (Lollapalooza) - ANA(M) (Sony ECM-909) (travis stanley)",AUD #1,FLAC,
"9-4-1994 / Carson, CA / Velodrome Field (Lollapalooza) (D3 Cassette Master)",AUD,FLAC,
"9-4-1994 / Carson, CA / Velodrome Field (Lollapalooza) - DDC(x)>WM-D6>ANA(1)",AUD,FLAC,
"9-5-1994 / Carson, CA / Velodrome Field (Lollapalooza) - DAT(M) (unk) (mz transfer)",AUD #1,FLAC,
"9-8-1994 / New York, NY / Radio City Music Hall - MTV Music Awards - VHS(x)",PRO #1a,FLAC,
"9-8-1994 / New York, NY / Radio City Music Hall - MTV Music Awards - VHS(x)",TV,DVD,
,,,
[1995],,,
"2-21-1995 / Chicago, IL / Double Door - ANA(x) (unk) (fogelsong transfer)",AUD #1,FLAC,
"2-21-1995 / Chicago, IL / Double Door - DDC(1) (Beyer Dynamics>D7) (fogelsong transfer)",AUD #2,FLAC,
"2-21-1995 / Chicago, IL / Double Door - AUD/L (dan elsen edit)",AUD,FLAC,
"2-27-1995 / Chicago, IL / Double Door - ANA(x)",AUD,FLAC,
"2-27-1995 / Chicago, IL / Double Door - ANA(1)",AUD,FLAC,
"2-28-1995 / Chicago, IL / Double Door - ANA(M) (Realistic) (mike devitt)",AUD,FLAC,
"2-28-1995 / Chicago, IL / Double Door - TV>VHS(M) ",TV,DVD,
"8-23-1995 / Dublin, Ireland / SFX Centre (CSB) - ANA(2)",AUD #1,FLAC,
"8-25-1995 / Reading, UK / Reading Festival (MTV Broadcast Interview) - VHS(x) (stumpycat)",PRO #1,FLAC,
"8-25-1995 / Reading, UK / Reading Festival *Redrum (DPP 0 18777)",Silver CD,FLAC,
"8-25-1995 / Reading, UK / Reading Festival - AUD>DAT>ANA-L (simon misfud)",AUD #1,FLAC,
"8-25-1995 / Reading, UK / Reading Festival - ANA(M) (mr. inxsive)",AUD,FLAC,
"8-25-1995 / Reading, UK / Reading Festival - ANA(M) (Sony ECM-909) ",AUD,FLAC,
"8-25-1995 / Reading, UK / Reading Festival *Wrapped Up In The Pleasures of the World (KTS 542)",FM #1,FLAC,
"8-25-1995 / Reading, UK / Reading Festival (thir13en remaster) (preFM + AUD)",MIX,FLAC,
"8-26-1995 / Kiewit, BE / Kempische Steenweg - ANA(1) (ECM-909)",AUD,FLAC,
"10-8-1995 / Chicago, IL / WKQX-FM Studios FM>ANA(M) (patched with ANA(2))",FM,FLAC,
"10-8-1995 / Chicago, IL / WKQX-FM Studios FM>ANA(M) (patched with ANA(2)) (speedfix)",FM,FLAC,
"10-19-1995 / Peoria, IL / Madison Theater - ANA(M) (unk)",AUD,FLAC,
"10-20-1995 / Dekalb, IL / Duke Ellington Ballroom - ANA(M) (Walkman)",AUD,FLAC,
"10-23-1995 / Chicago, IL / Riviera Theatre FM>Silver *Starlight (Moonraker 028/029)",Silver CD,FLAC,
"10-23-1995 / Chicago, IL / Riviera Theatre FM>DAT (unk)",FM #4,FLAC,
"10-23-1995 / Chicago, IL / Riviera Theatre - DAT(M) (Sony D-3) (jb) (WXRT-FM)",FM (48k),FLAC,
"10-23-1995 / Chicago, IL / Riviera Theatre - WBRU-FM *Rock the Riviera (GOSS017)",Silver CD,FLAC,
"10-23-1995 / Chicago, IL / Riviera Theatre (Secam VHS)",PRO,DVD,
"10-23-1995 / Chicago, IL / Riviera Theatre (WBCN 104.1 Boston) (gladnostrd19)",FM,FLAC,
"10-23-1995 / Chicago, IL / Riviera Theatre (thir13en)",FM,FLAC,
"11-11-1995 / New York, NY / NBC Studios - SNL (from *Twilight bootleg)",PRO #1,FLAC,
"11-11-1995 / New York, NY / NBC Studios - SNL",TV,FLAC,
"11-11-1995 / New York, NY / NBC Studios - SNL - VHS(2) (unk)",TV,MKV,
"12-3-1995 / Chicago, IL / Q101 Studios *Love Is Suicide (CONV 003)",Silver CD,FLAC,
"12-10-1995 / Paris, France / Canal+ (Official VHS Promo - Virgin Records)",TV,FLAC,
"12-10-1995 / Paris, France / Canal+ (BWBW)",TV,DVD,
"12-11-1995 / Paris, France / Canal+ (unk) *could be 12-10-1995",TV,FLAC,
"12-XX-1995 / London, UK / The White Room",TV,SHN,
"12-12-1995 / Amsterdam, The Netherlands / Melkweg - Dutch VPRO ""Villa 65"" FM (magnix)",FM,FLAC,
"12-12-1995 / Amsterdam, The Netherlands / Melkweg *Twilight (Moonraker 039)",Silver CD,FLAC,
"12-12-1995 / Amsterdam, The Netherlands / Melkweg - DAT(1) (ECM-909A)",AUD,FLAC,
"12-12-1995 / Amsterdam, The Netherlands / Melkweg (Jellybelly)",PRO,DVD,
"12-12-1995 / Amsterdam, The Netherlands / Melkweg - TV>VHS(x) (Source 2)",PRO,DVD,*includes other show dates
"12-12-1995 / Amsterdam, The Netherlands / Melkweg (thir13en remaster)",Silver CD,APE,
,,,
[1996],,,
"1-2-1996 / Toronto, ON / Phoenix - DDC(3) (Sennheiser MKE2002) (unk)",AUD,FLAC,
"1-2-1996 / Toronto, ON / Phoenix - DAT(2) CSB)",AUD,SHN,
"1-2-1996 / Toronto, ON / Phoenix - VHS(x) (xdarcyx transfer)",AUD,DVD,
"1-3-1996 / Toronto, ON / Phoenix - DDC(3) (Sennheiser MKE2002) (unk)",AUD,FLAC,
"1-3-1996 / Toronto, ON / Phoenix - VHS(x) (unk) (2024 transfer)",AMT #1,FLAC,
"1-5-1996 / Washington, D.C. / 9:30 Club - ANA(M)>DDC(M) (DSM-6S)",AUD,FLAC,
"1-6-1996 / Washington, D.C. / 9:30 Club - VID(1) (unk) (dan elsen transfer)",AUD,FLAC,
"1-6-1996 / Washington, D.C. / 9:30 Club - DAT(x) (SS Mics) (nicholas serra transfer)",AUD #1,FLAC 24,
"1-6-1996 / Washington, D.C. / 9:30 Club - VHS>Sony HVR-Z1U",AUD,DVD,
"1-12-1996 / New York, NY / Academy (CSB)",AUD,FLAC,
"1-12-1996 / New York, NY / Academy - DAT>CASS(3)",AUD,FLAC,
"1-13-1996 / New York, NY / Academy - ANA(3) (unk)",AUD,FLAC,
"1-26-1996 / Rio de Janeiro, Brazil / Praca Apoteose - VHS(M) (unk)",PRO,DVD,
"1-27-1996 / Rio de Janeiro, Brazil / Apoteose *Vast Oceans (FLD1002)",Silver CD,FLAC,
"1-27-1996 / Rio De Janeiro, Brasil / Apoteose (unk)",PRO,DVD,
"1-29-1996 / Los Angeles, CA / Shrine Auditorium - American Music Awards",TV,FLAC,
"1-29-1996 / Los Angeles, CA / Shrine Auditorium - American Music Awards - VHS(1) (feartotrad1075)",TV,MPG,
"1-30-1996 / San Diego, CA / Soma (CSB) (unk)",AUD,FLAC,
"1-31-1996 / San Diego, CA / Soma (CSB) (unk)",AUD,FLAC,
"2-2-1996 / Los Angeles, CA / Palace (SS-DSM-6)",AUD,FLAC,
"2-2-1996 / Los Angeles, CA / Palace - ANA(M) (ijwthstd)",AUD,FLAC,
"2-2-1996 / Los Angeles, CA / Palace (2024 remaster) (lordflapjack)",AUD,FLAC,
"2-3-1996 / Los Angeles, CA / Palace (Schoeps)",AUD,SHN,
"2-6-1996 / San Francisco, CA / Kezar Pavilion (CSB) (unk)",AUD,FLAC,
"2-7-1996 / San Francisco, CA / Kezar Pavilion (CSB) (unk)",AUD,FLAC,
"2-7-1996 / San Francisco, CA / Kezar Pavilion - DAT(M) (Core Sounds) (smores)",AUD,FLAC,
"2-7-1996 / San Francisco, CA / Kezar Pavilion - VHS(x) (unk) (xdx transfer)",AUD,DVD,
"2-8-1996 / Seattle, WA / KNDD Studios - FM>DAT",FM,FLAC,
"2-9-1996 / Seattle, WA / Moore Theater (SS-DSM6)",AUD #1,FLAC,
"2-9-1996 / Seattle, WA / Moore Theater (SS-DSM6)",AUD,SHN,
"2-10-1996 / Seattle, WA / Moore Theater - DAT(3) (SS mic)",AUD #1,FLAC,
"2-10-1996 / Seattle, WA / Moore Theater (Sonic Studios) (unk) (2013 transfer)",AUD #1,FLAC,
"2-27-1996 / Tokyo, Japan / Shibuyo Kokaido - DAT(x) (inc)",TV,FLAC,
"2-29-1996 / Bangkok, TH / Thai-Japan Bangkok Metropolitan Youth Centre - ANA(1) (Walkman) (d4)",AUD,FLAC,
"3-4-1996 / Perth, Australia / Entertainment Centre - ANA(M) (ECM-909a) (franger)",AUD,FLAC,
"3-9-1996 / Melbourne, Australia / Entertainment Centre - ANA(x) (SS-DSM6)",AUD,FLAC,
"3-13-1996 / Sydney, Australia / JJJ Studios *Tune in, Turn on, Rawk Out (MOONRAKER 115)",Silver CD,FLAC,
"3-13-1996 / Sydney, Australia / JJJ Studios - Request Lounge - FM>ANA(1)>DDC(1)",FM,FLAC,
"3-13-1996 / Sydney, Australia / JJJ Studios *Acousticollie And The Infinite Outtakes (FM)",Silver CD,SHN,
"3-13-1996 / Sydney, Australia / JJJ Studios (thir13en remaster)",Silver CD,FLAC,
"4-3-1996 / Rotterdam, NL / Ahoy *Thank You for Participating (BCCD 78652-2500-2)",Silver CD,FLAC,
"4-3-1996 / Rotterdam, The Netherlands / Ahoy - ANA(M) (Coresound Stealth)",AUD,FLAC,
"4-5-1996 / Rotterdam, NL / Ahoy (ECM-909a)",AUD,FLAC,
"4-5-1996 / Rotterdam, The Netherlands / Ahoy - ANA(M) (MKE40)",AUD,FLAC,
"4-6-1996 / Gent, BE / Flanders Expo - VID-L (brewer)",AUD,FLAC,
"4-6-1996 / Gent, BE / Flanders Expo",AUD,SHN,
"4-6-1996 / Gent, BE / Flanders Expo - VHS(x) (unk)",AUD,DVD,
"4-7-1996 / Dusseldorf, Germany / Philipshalle *We Salute You Naked Man (TV)",Silver CD  ,FLAC,
"4-7-1996 / Dusseldorf, Germany / Philipshalle - TV>VHS(M) (tobin stewart author)",PRO,DVD,
"4-9-1996 / Copenhagen, DK / KB Hallen (ECM-155) (fogelsong)",AUD,FLAC,
"4-9-1996 / Copenhagen, DK / KB Hallen - DAT(2) (ECM-155) (mz transfer)",AUD #1,FLAC,
"4-9-1996 / Copenhagen, DK / KB Hallen (ECM-155)",AUD,SHN,
"4-10-1996 / Stockholm, Sweden / Johanneshovs Isstadion - ANA(M) (Aiwa HS-JS215)",AUD,FLAC,
"4-10-1996 / Stockholm, Sweden / Johanneshovs Isstadion - ANA(M) (Aiwa HS-JS215) (weez)",AUD #1,FLAC 24,
"4-12-1996 / Oslo, Norway / Spektrum *Beautiful As The Sun",Silver CD,SHN,
"4-12-1996 / Oslo, Norway / Spektrum (Encore)",AUD,MP3,
"4-14-1996 / Hamburg, Germany / Alsterdorfer Sporthalle - DAT(2) (SS-DSM6)",AUD,SHN,
"4-15-1996 / Berlin, Germany / Arena *Berlin Bullet (MOONRAKER 124/25)",Silver CD,FLAC,
"4-15-1996 / Berlin, Germany / Arena - DAT(2) (SS-DSM-6)",AUD,FLAC,
"4-16-1996 / Hannover, DE / Musikhalle - DAT(M) (SS mic)",AUD,SHN,
"4-18-1996 / Offenbach, DE / Stadthalle - DAT(M) (Aiwa HD-S 200) (ECM-909-LT) (milavalenti)",AUD,FLAC,
"4-19-1996 / Stuttgart, Germany / Messe-Congresscentrum B - VHS(M) (inc)",FM,FLAC,
"4-19-1996 / Stuttgart, Germany / Messe-Congresscentrum B - VHS(M) (inc)",FM,FLAC 24,
"4-19-1996 / Stuttgart, Germany / Messe-Congresscentrum B (ECM-939-LT) (milaventi)",AUD,FLAC,
"4-19-1996 / Stuttgart, Germany / Messe-Congresscentrum B (thir13en)",FM,APE,
"4-24-1996 / Milan, Italy / Palatrussardi - DDC(4) (unk)",FM,FLAC,
"4-24-1996 / Milan, Italy / Palatrussardi - Hi8(M) (pluscenti)",AMT #1,FLAC,
"4-27-1996 / Lyon, France / Halle Tony Garnier - DAT(1) (Marantz EM-8)",AUD,FLAC,
"4-28-1996 / Nantes, France / La Trocardi?re - DAT(1) (Marantz EM-8)",AUD,FLAC,
"4-30-1996 / Barcelona, ES / Palacio de Deportes (EMC909A) (unk)",AUD,FLAC,
"5-2-1996 / Lisbon, Portugal / Cascais Arena - ANA(M) (unk)",AUD,FLAC,
"5-3-1996 / Madrid, ES / La Nave SBD>VHS(1)",PRO #1a,FLAC,
"5-3-1996 / Madrid, ES / La Nave - FM>ANA-L",FM,FLAC,
"5-4-1996 / Madrid, ES / Parque del Soto (Festimad) - ANA(M) (Sony mic)",AUD,SHN,
"5-4-1996 / Madrid, ES / Parque del Soto (Festimad) - VID(x) (unk)",PRO,DVD,
"5-6-1996 / Paris, France / Bercy (Sennheiser Pro>D8)",AUD,SHN,
"5-11-1996 / Dublin, Ireland / The Point (D7>SS)",AUD,FLAC,
"5-14-1996 / London, UK / Wembley Arena (Sony D8-CSB?)",AUD,SHN,
"5-14-1996 / London, UK / Wembley Arena - Hi8-VHS(2)",AUD,FLAC,
"5-14-1996 / London, UK / Wembley Arena - Hi8(M) (upgrade)",AMT #1,FLAC,
"5-14-1996 / London, UK / Wembley Arena - Hi8(M) (master 8)",AMT #1,MKV,
"5-15-1996 / London, UK / Brixton Academy BBC Radio 1 - FM>DDC-2",FM,FLAC,
"5-15-1996 / London, UK / Brixton Academy - Hi8(x)>ANA(1) (d4)",AUD,FLAC,
"5-15-1996 / London, UK / Brixton Academy - DDC(x) (CSB)",AUD,SHN,
"5-15-1996 / London, UK / Brixton Academy - Hi8(M) (kevin l.)",AMT #1,DVD,
"5-20-1996 / Sydney, Australia / Hordern Pavilion - ANA-L",AUD,FLAC,
"5-20-1996 / Sydney, Australia / Hordern Pavilion - ANA*2) (unk)",AUD,FLAC,
"5-20-1996 / Sydney, Australia / Hordern Pavilion - ANA(1) (unk) (alt source)",AUD,FLAC,
"5-26-1996 / Christchurch, NZ / Town Hall - DAT(x)>ANA-L",AUD,FLAC,
"5-26-1996 / Christchurch, NZ / Town Hall - ANA(1)",AUD,FLAC,
"6-15-1996 / San Francisco, CA / Golden Gate Park (unk) (neekrive)",AUD,FLAC,
"6-15-1996 / San Francisco, CA / Golden Gate Park (AT831b)",AUD #1,FLAC,
"6-15-1996 / San Francisco, CA / Golden Gate Park *Freedom (patch with AT-831b)",Silver CD,FLAC,
"6-15-1996 / San Francisco, CA / Golden Gate Park *Freedom",Silver CD,FLAC,
"6-15-1996 / San Francisco, CA / Golden Gate Park - Tibetan Freedom Concert (MTV Week in Rock)",TV,DVD,
"6-17-1996 / Chicago, IL / WRCX Studios - ANA(1)",FM,FLAC,
"6-27-1996 / Indianapolis, IN / Market Square Arena (CSB) (tony buechler)",AUD,SHN,
"7-2-1996 / Buffalo, NY / Memorial Auditorium - ANA(M) (ECM-727P) (greg mendelsohn)",AUD,FLAC,
"7-2-1996 / Buffalo, NY / Memorial Auditorium (Sony Pro D3) (unk)",AUD,FLAC,
"7-3-1996 / Cleveland, OH / Gund Arena (ECM-909A) (elsen transfer)",AUD,FLAC,
"7-3-1996 / Cleveland, OH / Gund Arena (ECM-909A) (track fix)",AUD,FLAC,
"7-5-1996 / Philadelphia, PA / Corestates Spectrum (SS mics) (unk)",AUD,FLAC,
"7-5-1996 / Philadelphia, PA / Corestates Spectrum - VHS(x) (unk)",AUD,DVD,
"7-6-1996 / Philadelphia, PA / Corestates Spectrum (SS-DSM6)",AUD,SHN,
"7-9-1996 / Landover, MD / USAir Arena - ANA(M) (DSM-6)",AUD,SHN,
"7-9-1996 / Landover, MD / USAir Arena - ANA(M) (CSB) (acidjack)",AUD,FLAC,
"7-10-1996 / Landover, MD / USAir Arena (DSM-6S) (unk)",AUD,FLAC,
"7-10-1996 / Landover, MD / USAir Arena (SS-DSM6)",AUD,FLAC,
"8-27-1996 / Las Vegas, NV / Thomas & Mack Center - DAT(3) (CSB)",AUD,FLAC,
"8-27-1996 / Las Vegas, NV / Thomas & Mack Center (CSB) (unk)",AUD,FLAC,
"8-28-1996 / Salt Lake City, UT / Delta Center - ANA(M) (SS-DSM-6) ",AUD,FLAC,
"8-28-1996 / Salt Lake City, UT / Delta Center - ANA(M) (SS-DSM-6) (complete)",AUD #1,FLAC,
"8-30-1996a / Denver, CO / McNichols Arena (Soundcheck) - ANA(1) (CSB) (thom)",AUD,FLAC,
"8-30-1996 / Denver, CO / McNichols Arena - ANA(1) (CSB) (thom)",AUD,FLAC,
"8-30-1996a / Denver, CO / McNichols Arena (Soundcheck) - ANA(2) (CSB) (unk)",AUD,FLAC,
"8-30-1996 / Denver, CO / McNichols Arena - ANA(x) (CSB) (unk)",AUD #1,FLAC,
"8-31-1996 / Wichita, KS / Kansas Coliseum - ANA(x) (unk)",AUD,FLAC,
"9-4-1996 / New York, NY / Radio City Music Hall (MTV Video Music Awards) (gazebofrost transfer)",TV,FLAC,
"9-6-1996 / Pittsburgh, PA / Civic Arena - ANA(x) (unk)",AUD,FLAC,
"9-6-1996 / Pittsburgh, PA / Civic Arena - ANA(x) (unk) (gap removal)",AUD,FLAC,
"9-7-1996 / Syracuse, NY / War Memorial - ANA(1) (HSJS215) (thom)",AUD,FLAC,
"9-8-1996 /  Providence, RI / Civic Center - ANA(1) (Sony TC-WE825S) (thom)",AUD,FLAC,
"9-11-1996 / Montreal, Quebec / Molson Centre - VHS(4) Hi8",AUD,FLAC,
"9-11-1996 / Montreal, Quebec / Molson Centre - VHS(1) (unk)",AUD,DVD,
"9-13-1996 / Ottawa, Ontario / Corel Centre - ANA(1) (ECM-909A) (thom)",AUD,FLAC,
"9-14-1996 / Toronto, Ontario / Maple Leaf Gardens  - ANA(1) (unk) (michael sims)",AUD,FLAC,
"9-14-1996 / Toronto, Ontario / Maple Leaf Gardens - Hi8(M) (Sony TR-700) (bill mayer author)",AUD,DVD,
"9-16-1996 / East Rutherford, NJ / Brendan Byrne Meadowlands Arena - ANA(M) (ECM-909)",AUD,FLAC,
"9-17-1996 / New York, NY / Madison Square Garden (Neumann KM 140)",AUD,FLAC,
"9-17-1996 / New York, NY / Madison Square Garden - VHS(x) (xdarcyx transfer)",AUD,DVD,
"9-18-1996 / New York, NY / Madison Square Garden (CSB) (jason r)",AUD,SHN,
"9-20-1996 / East Lansing, MI / Breslin Center - ANA(1) (AUD Microcassette)",AUD,FLAC,
"9-22-1996 / Minneapolis, MN / Target Center (DSM-6S) (unk)",AUD,SHN,
"9-24-1996 / Winnipeg, Manitoba / Winnipeg Arena - ANA(x) (Walkman)",AUD,FLAC,
"9-24-1996 / Winnipeg, Manitoba / Winnipeg Arena - ANA(3) (Walkman built-in)",AUD,FLAC,
"9-25-1996 / Saskatoon, Saskatchewan / Saskatchewan Place - ANA(2) (retracked)",AUD,FLAC,
"9-25-1996 / Saskatoon, Saskatchewan / Saskatchewan Place - ANA(2) (Walkman?)",AUD,FLAC,
"10-1-1996 / Milwaukee, WI / Bradley Center - DDC(1) (Aiwa CMS30 A)",AUD,FLAC,
"10-1-1996 / Milwaukee, WI / Bradley Center - VHS(x) (unk)",AUD,DVD,
"10-4-1996 / Rosemont, IL / Rosemont Horizon (SS-DSM6S) (choob)",AUD,SHN,
"10-5-1996 / Rosemont, IL / Rosemont Horizon - DAT(M) (CSB) (unk)",AUD #1,FLAC,
"10-5-1996 / Rosemont, IL / Rosemont Horizon (CSB)",AUD,SHN,
"10-5-1996 / Rosemont, IL / Rosemont Horizon",AMT #1,DVD,
"10-6-1996 / Rosemont, IL / Rosemont Horizon - ANA(1) (CSB) (d4)",AUD,FLAC,
"10-25-1996 / Champaign, IL / Assembly Hall - VID(2)",AMT #1,FLAC,
"10-25-1996 / Champaign, IL / Assembly Hall - VHS(x) ",AMT #1,FLAC,
